,Unnamed: 0,hue,lightness,chroma,red,green,blue,hlc,rgb,rgb_front
367,367,16,57,34,241,101,77,016-57-34,241-101-77,"(241,101,77)"
368,368,16,63,1,163,159,156,016-63-01,163-159-156,"(163,159,156)"
369,369,16,66,5,182,163,156,016-66-05,182-163-156,"(182,163,156)"
370,370,16,72,17,230,170,152,016-72-17,230-170-152,"(230,170,152)"
371,371,16,73,12,218,176,162,016-73-12,218-176-162,"(218,176,162)"
372,372,16,73,20,240,171,151,016-73-20,240-171-151,"(240,171,151)"
373,373,16,77,10,225,192,179,016-77-10,225-192-179,"(225,192,179)"
374,374,16,82,18,251,194,175,016-82-18,251-194-175,"(251,194,175)"
375,375,16,86,11,244,216,205,016-86-11,244-216-205,"(244,216,205)"
376,376,16,88,7,240,223,212,016-88-07,240-223-212,"(240,223,212)"
377,377,17,23,7,67,52,48,017-23-07,67-52-48,"(67,52,48)"
378,378,17,25,12,84,57,51,017-25-12,84-57-51,"(84,57,51)"
379,379,17,28,17,101,56,47,017-28-17,101-56-47,"(101,56,47)"
380,380,17,30,20,112,58,46,017-30-20,112-58-46,"(112,58,46)"
381,381,17,32,12,104,69,62,017-32-12,104-69-62,"(104,69,62)"
382,382,17,36,21,135,67,52,017-36-21,135-67-52,"(135,67,52)"
383,383,17,38,28,154,63,46,017-38-28,154-63-46,"(154,63,46)"
384,384,17,39,6,110,91,87,017-39-06,110-91-87,"(110,91,87)"
385,385,17,39,12,129,87,79,017-39-12,129-87-79,"(129,87,79)"
386,386,17,42,31,186,70,49,017-42-31,186-70-49,"(186,70,49)"
387,387,17,43,6,123,103,98,017-43-06,123-103-98,"(123,103,98)"
388,388,17,43,20,154,84,67,017-43-20,154-84-67,"(154,84,67)"
389,389,17,45,35,198,68,39,017-45-35,198-68-39,"(198,68,39)"
390,390,17,46,28,187,83,59,017-46-28,187-83-59,"(187,83,59)"
391,391,17,46,31,199,79,57,017-46-31,199-79-57,"(199,79,57)"
392,392,17,48,7,143,116,110,017-48-07,143-116-110,"(143,116,110)"
393,393,17,49,11,154,111,102,017-49-11,154-111-102,"(154,111,102)"
394,394,17,49,16,168,105,91,017-49-16,168-105-91,"(168,105,91)"
395,395,17,51,21,183,104,84,017-51-21,183-104-84,"(183,104,84)"
396,396,17,51,31,210,90,60,017-51-31,210-90-60,"(210,90,60)"
397,397,17,56,6,156,135,128,017-56-06,156-135-128,"(156,135,128)"
398,398,17,56,11,172,130,118,017-56-11,172-130-118,"(172,130,118)"
399,399,17,56,16,183,124,109,017-56-16,183-124-109,"(183,124,109)"
400,400,17,65,17,212,151,130,017-65-17,212-151-130,"(212,151,130)"
401,401,17,74,0,187,189,186,017-74-00,187-189-186,"(187,189,186)"
402,402,17,75,16,238,180,161,017-75-16,238-180-161,"(238,180,161)"
403,403,17,75,20,245,174,151,017-75-20,245-174-151,"(245,174,151)"
404,404,17,79,0,203,203,201,017-79-00,203-203-201,"(203,203,201)"
405,405,17,83,8,231,209,198,017-83-08,231-209-198,"(231,209,198)"
406,406,17,85,16,244,201,185,017-85-16,244-201-185,"(244,201,185)"
407,407,17,89,4,236,225,216,017-89-04,236-225-216,"(236,225,216)"
408,408,17,89,6,240,227,217,017-89-06,240-227-217,"(240,227,217)"
409,409,18,32,6,93,74,69,018-32-06,93-74-69,"(93,74,69)"
410,410,18,37,24,145,68,46,018-37-24,145-68-46,"(145,68,46)"
411,411,18,38,16,129,79,66,018-38-16,129-79-66,"(129,79,66)"
412,412,18,43,24,165,83,61,018-43-24,165-83-61,"(165,83,61)"
413,413,18,44,13,142,96,84,018-44-13,142-96-84,"(142,96,84)"
414,414,18,45,17,154,96,80,018-45-17,154-96-80,"(154,96,80)"
415,415,18,48,26,189,92,63,018-48-26,189-92-63,"(189,92,63)"
416,416,18,49,28,196,91,64,018-49-28,196-91-64,"(196,91,64)"
417,417,18,53,35,227,90,55,018-53-35,227-90-55,"(227,90,55)"
418,418,18,54,37,237,89,45,018-54-37,237-89-45,"(237,89,45)"
419,419,18,56,29,223,113,81,018-56-29,223-113-81,"(223,113,81)"
420,420,18,57,24,211,118,90,018-57-24,211-118-90,"(211,118,90)"
421,421,18,57,34,236,103,64,018-57-34,236-103-64,"(236,103,64)"
422,422,18,58,22,206,123,97,018-58-22,206-123-97,"(206,123,97)"
423,423,18,65,21,224,147,121,018-65-21,224-147-121,"(224,147,121)"
424,424,18,65,30,248,133,98,018-65-30,248-133-98,"(248,133,98)"
425,425,18,66,7,187,164,154,018-66-07,187-164-154,"(187,164,154)"
426,426,18,67,10,197,162,148,018-67-10,197-162-148,"(197,162,148)"
427,427,18,68,27,246,149,114,018-68-27,246-149-114,"(246,149,114)"
428,428,18,73,8,207,181,168,018-73-08,207-181-168,"(207,181,168)"
429,429,18,77,11,223,188,172,018-77-11,223-188-172,"(223,188,172)"
430,430,18,83,11,242,206,190,018-83-11,242-206-190,"(242,206,190)"
431,431,18,85,1,223,219,213,018-85-01,223-219-213,"(223,219,213)"
432,432,19,27,10,83,59,52,019-27-10,83-59-52,"(83,59,52)"
433,433,19,27,14,92,58,49,019-27-14,92-58-49,"(92,58,49)"
434,434,19,28,18,99,58,47,019-28-18,99-58-47,"(99,58,47)"
435,435,19,29,5,83,66,62,019-29-05,83-66-62,"(83,66,62)"
436,436,19,31,20,114,62,47,019-31-20,114-62-47,"(114,62,47)"
437,437,19,50,21,181,105,80,019-50-21,181-105-80,"(181,105,80)"
438,438,19,53,37,225,85,47,019-53-37,225-85-47,"(225,85,47)"
439,439,19,63,2,165,160,155,019-63-02,165-160-155,"(165,160,155)"
440,440,19,64,13,200,151,131,019-64-13,200-151-131,"(200,151,131)"
441,441,19,71,24,244,162,130,019-71-24,244-162-130,"(244,162,130)"
442,442,19,77,21,251,183,153,019-77-21,251-183-153,"(251,183,153)"
443,443,19,84,14,246,206,187,019-84-14,246-206-187,"(246,206,187)"
444,444,19,85,3,227,218,210,019-85-03,227-218-210,"(227,218,210)"
445,445,20,24,5,68,55,51,020-24-05,68-55-51,"(68,55,51)"
446,446,20,25,10,78,55,48,020-25-10,78-55-48,"(78,55,48)"
447,447,20,36,7,108,86,79,020-36-07,108-86-79,"(108,86,79)"
448,448,20,38,16,131,80,63,020-38-16,131-80-63,"(131,80,63)"
449,449,20,38,18,132,79,60,020-38-18,132-79-60,"(132,79,60)"
450,450,20,39,25,150,72,42,020-39-25,150-72-42,"(150,72,42)"
451,451,20,42,21,155,89,65,020-42-21,155-89-65,"(155,89,65)"
452,452,20,43,11,137,97,85,020-43-11,137-97-85,"(137,97,85)"
453,453,20,46,15,154,103,84,020-46-15,154-103-84,"(154,103,84)"
454,454,20,50,32,204,90,52,020-50-32,204-90-52,"(204,90,52)"
455,455,20,54,37,229,88,34,020-54-37,229-88-34,"(229,88,34)"
456,456,20,58,11,182,139,121,020-58-11,182-139-121,"(182,139,121)"
457,457,20,58,28,218,118,82,020-58-28,218-118-82,"(218,118,82)"
458,458,20,59,7,170,144,131,020-59-07,170-144-131,"(170,144,131)"
459,459,20,59,23,211,127,96,020-59-23,211-127-96,"(211,127,96)"
460,460,20,60,35,238,105,56,020-60-35,238-105-56,"(238,105,56)"
461,461,20,61,2,160,153,148,020-61-02,160-153-148,"(160,153,148)"
462,462,20,68,23,235,153,120,020-68-23,235-153-120,"(235,153,120)"
463,463,20,72,30,255,158,119,020-72-30,255-158-119,"(255,158,119)"
464,464,20,73,10,216,180,162,020-73-10,216-180-162,"(216,180,162)"
465,465,20,74,15,227,180,157,020-74-15,227-180-157,"(227,180,157)"
466,466,20,76,8,217,191,177,020-76-08,217-191-177,"(217,191,177)"
467,467,20,78,25,255,183,149,020-78-25,255-183-149,"(255,183,149)"
468,468,20,79,18,246,192,167,020-79-18,246-192-167,"(246,192,167)"
469,469,20,81,9,231,203,188,020-81-09,231-203-188,"(231,203,188)"
470,470,21,33,12,105,71,59,021-33-12,105-71-59,"(105,71,59)"
471,471,21,48,27,184,94,58,021-48-27,184-94-58,"(184,94,58)"
472,472,21,49,8,142,114,102,021-49-08,142-114-102,"(142,114,102)"
473,473,21,51,19,177,113,86,021-51-19,177-113-86,"(177,113,86)"
474,474,21,56,34,230,104,57,021-56-34,230-104-57,"(230,104,57)"
475,475,21,58,0,147,146,144,021-58-00,147-146-144,"(147,146,144)"
476,476,21,59,15,190,139,113,021-59-15,190-139-113,"(190,139,113)"
477,477,21,59,18,195,134,107,021-59-18,195-134-107,"(195,134,107)"
478,478,21,60,33,230,111,62,021-60-33,230-111-62,"(230,111,62)"
479,479,21,63,30,240,131,85,021-63-30,240-131-85,"(240,131,85)"
480,480,21,67,8,192,165,149,021-67-08,192-165-149,"(192,165,149)"
481,481,21,67,15,212,157,132,021-67-15,212-157-132,"(212,157,132)"
482,482,21,67,17,217,161,135,021-67-17,217-161-135,"(217,161,135)"
483,483,21,71,3,186,178,171,021-71-03,186-178-171,"(186,178,171)"
484,484,21,75,18,237,178,149,021-75-18,237-178-149,"(237,178,149)"
485,485,21,80,8,227,200,185,021-80-08,227-200-185,"(227,200,185)"
486,486,21,82,3,215,208,200,021-82-03,215-208-200,"(215,208,200)"
487,487,21,86,7,238,218,204,021-86-07,238-218-204,"(238,218,204)"
488,488,21,86,10,243,215,197,021-86-10,243-215-197,"(243,215,197)"
489,489,21,90,5,242,229,218,021-90-05,242-229-218,"(242,229,218)"
490,490,22,30,8,88,66,58,022-30-08,88-66-58,"(88,66,58)"
491,491,22,30,13,97,66,55,022-30-13,97-66-55,"(97,66,55)"
492,492,22,31,10,95,70,60,022-31-10,95-70-60,"(95,70,60)"
493,493,22,34,11,106,76,64,022-34-11,106-76-64,"(106,76,64)"
494,494,22,35,18,122,74,55,022-35-18,122-74-55,"(122,74,55)"
495,495,22,36,7,105,81,72,022-36-07,105-81-72,"(105,81,72)"
496,496,22,40,26,156,75,41,022-40-26,156-75-41,"(156,75,41)"
497,497,22,41,13,131,92,76,022-41-13,131-92-76,"(131,92,76)"
498,498,22,41,19,142,85,59,022-41-19,142-85-59,"(142,85,59)"
499,499,22,42,11,127,96,82,022-42-11,127-96-82,"(127,96,82)"
500,500,22,44,7,132,108,98,022-44-07,132-108-98,"(132,108,98)"
501,501,22,46,24,170,93,60,022-46-24,170-93-60,"(170,93,60)"
502,502,22,46,29,182,86,43,022-46-29,182-86-43,"(182,86,43)"
503,503,22,48,26,184,99,59,022-48-26,184-99-59,"(184,99,59)"
504,504,22,50,6,143,121,111,022-50-06,143-121-111,"(143,121,111)"
505,505,22,50,24,182,104,70,022-50-24,182-104-70,"(182,104,70)"
506,506,22,50,29,197,98,51,022-50-29,197-98-51,"(197,98,51)"
507,507,22,51,10,152,121,106,022-51-10,152-121-106,"(152,121,106)"
508,508,22,51,13,160,117,98,022-51-13,160-117-98,"(160,117,98)"
509,509,22,51,20,180,109,79,022-51-20,180-109-79,"(180,109,79)"
510,510,22,53,27,200,106,64,022-53-27,200-106-64,"(200,106,64)"
511,511,22,54,30,211,104,57,022-54-30,211-104-57,"(211,104,57)"
512,512,22,54,35,227,99,43,022-54-35,227-99-43,"(227,99,43)"
513,513,22,56,11,172,136,119,022-56-11,172-136-119,"(172,136,119)"
514,514,22,57,2,152,148,140,022-57-02,152-148-140,"(152,148,140)"
515,515,22,57,15,182,135,112,022-57-15,182-135-112,"(182,135,112)"
516,516,22,57,20,198,127,96,022-57-20,198-127-96,"(198,127,96)"
517,517,22,57,26,208,120,78,022-57-26,208-120-78,"(208,120,78)"
518,518,22,57,30,224,116,68,022-57-30,224-116-68,"(224,116,68)"
519,519,22,58,24,208,125,87,022-58-24,208-125-87,"(208,125,87)"
520,520,22,60,8,175,146,129,022-60-08,175-146-129,"(175,146,129)"
521,521,22,61,20,206,141,110,022-61-20,206-141-110,"(206,141,110)"
522,522,22,62,16,198,146,121,022-62-16,198-146-121,"(198,146,121)"
523,523,22,63,12,193,153,130,022-63-12,193-153-130,"(193,153,130)"
524,524,22,63,24,221,140,103,022-63-24,221-140-103,"(221,140,103)"
525,525,22,63,26,228,136,94,022-63-26,228-136-94,"(228,136,94)"
526,526,22,65,18,214,152,123,022-65-18,214-152-123,"(214,152,123)"
527,527,22,67,12,198,163,142,022-67-12,198-163-142,"(198,163,142)"
528,528,22,69,14,213,166,141,022-69-14,213-166-141,"(213,166,141)"
529,529,22,73,26,250,167,124,022-73-26,250-167-124,"(250,167,124)"
530,530,22,75,7,208,188,173,022-75-07,208-188-173,"(208,188,173)"
531,531,22,76,10,218,188,168,022-76-10,218-188-168,"(218,188,168)"
532,532,22,77,21,247,184,147,022-77-21,247-184-147,"(247,184,147)"
533,533,22,79,25,255,188,150,022-79-25,255-188-150,"(255,188,150)"
534,534,22,81,13,236,204,183,022-81-13,236-204-183,"(236,204,183)"
535,535,22,82,22,255,197,163,022-82-22,255-197-163,"(255,197,163)"
536,536,22,83,13,239,209,188,022-83-13,239-209-188,"(239,209,188)"
537,537,22,84,7,228,211,197,022-84-07,228-211-197,"(228,211,197)"
538,538,22,85,10,238,213,197,022-85-10,238-213-197,"(238,213,197)"
539,539,23,36,14,117,80,63,023-36-14,117-80-63,"(117,80,63)"
540,540,23,38,24,149,74,38,023-38-24,149-74-38,"(149,74,38)"
541,541,23,55,6,153,133,122,023-55-06,153-133-122,"(153,133,122)"
542,542,23,56,29,216,113,63,023-56-29,216-113-63,"(216,113,63)"
543,543,23,58,37,241,104,42,023-58-37,241-104-42,"(241,104,42)"
544,544,23,61,29,229,127,77,023-61-29,229-127-77,"(229,127,77)"
545,545,23,61,36,245,117,52,023-61-36,245-117-52,"(245,117,52)"
546,546,23,62,40,255,114,44,023-62-40,255-114-44,"(255,114,44)"
547,547,23,64,31,240,135,83,023-64-31,240-135-83,"(240,135,83)"
548,548,23,66,8,184,161,145,023-66-08,184-161-145,"(184,161,145)"
549,549,23,70,28,247,151,104,023-70-28,247-151-104,"(247,151,104)"
550,550,23,71,32,255,156,104,023-71-32,255-156-104,"(255,156,104)"
551,551,23,73,21,236,170,132,023-73-21,236-170-132,"(236,170,132)"
552,552,23,75,17,235,186,155,023-75-17,235-186-155,"(235,186,155)"
553,553,23,77,2,203,197,190,023-77-02,203-197-190,"(203,197,190)"
554,554,23,79,28,255,186,141,023-79-28,255-186-141,"(255,186,141)"
555,555,23,82,18,247,201,170,023-82-18,247-201-170,"(247,201,170)"
556,556,23,90,6,242,228,214,023-90-06,242-228-214,"(242,228,214)"
557,557,24,21,5,57,49,46,024-21-05,57-49-46,"(57,49,46)"
558,558,24,26,6,76,64,60,024-26-06,76-64-60,"(76,64,60)"
559,559,24,30,13,97,68,56,024-30-13,97-68-56,"(97,68,56)"
560,560,24,35,0,88,85,82,024-35-00,88-85-82,"(88,85,82)"
561,561,24,35,6,100,86,78,024-35-06,100-86-78,"(100,86,78)"
562,562,24,35,11,112,83,69,024-35-11,112-83-69,"(112,83,69)"
563,563,24,35,16,119,78,56,024-35-16,119-78-56,"(119,78,56)"
564,564,24,37,20,134,80,50,024-37-20,134-80-50,"(134,80,50)"
565,565,24,43,27,165,83,40,024-43-27,165-83-40,"(165,83,40)"
566,566,24,44,6,127,109,100,024-44-06,127-109-100,"(127,109,100)"
567,567,24,44,11,137,105,89,024-44-11,137-105-89,"(137,105,89)"
568,568,24,45,1,114,110,106,024-45-01,114-110-106,"(114,110,106)"
569,569,24,45,20,160,100,67,024-45-20,160-100-67,"(160,100,67)"
570,570,24,45,22,161,95,58,024-45-22,161-95-58,"(161,95,58)"
571,571,24,46,16,153,106,81,024-46-16,153-106-81,"(153,106,81)"
572,572,24,49,30,188,96,36,024-49-30,188-96-36,"(188,96,36)"
573,573,24,50,32,203,100,32,024-50-32,203-100-32,"(203,100,32)"
574,574,24,51,6,142,124,113,024-51-06,142-124-113,"(142,124,113)"
575,575,24,51,12,155,118,100,024-51-12,155-118-100,"(155,118,100)"
576,576,24,52,19,173,114,82,024-52-19,173-114-82,"(173,114,82)"
577,577,24,52,22,185,117,81,024-52-22,185-117-81,"(185,117,81)"
578,578,24,55,1,140,137,132,024-55-01,140-137-132,"(140,137,132)"
579,579,24,55,16,179,131,105,024-55-16,179-131-105,"(179,131,105)"
580,580,24,55,26,201,117,67,024-55-26,201-117-67,"(201,117,67)"
581,581,24,55,31,216,113,55,024-55-31,216-113-55,"(216,113,55)"
582,582,24,55,34,221,108,37,024-55-34,221-108-37,"(221,108,37)"
583,583,24,55,38,233,105,17,024-55-38,233-105-17,"(233,105,17)"
584,584,24,56,6,155,137,125,024-56-06,155-137-125,"(155,137,125)"
585,585,24,57,21,191,126,90,024-57-21,191-126-90,"(191,126,90)"
586,586,24,57,26,207,124,74,024-57-26,207-124-74,"(207,124,74)"
587,587,24,57,38,237,115,33,024-57-38,237-115-33,"(237,115,33)"
588,588,24,58,14,182,140,116,024-58-14,182-140-116,"(182,140,116)"
589,589,24,58,30,219,118,64,024-58-30,219-118-64,"(219,118,64)"
590,590,24,58,34,228,115,41,024-58-34,228-115-41,"(228,115,41)"
591,591,24,59,15,188,139,111,024-59-15,188-139-111,"(188,139,111)"
592,592,24,59,19,195,134,102,024-59-19,195-134-102,"(195,134,102)"
593,593,24,63,34,243,129,60,024-63-34,243-129-60,"(243,129,60)"
594,594,24,65,7,184,164,150,024-65-07,184-164-150,"(184,164,150)"
595,595,24,65,16,204,158,129,024-65-16,204-158-129,"(204,158,129)"
596,596,24,65,27,232,147,96,024-65-27,232-147-96,"(232,147,96)"
597,597,24,66,11,194,161,140,024-66-11,194-161-140,"(194,161,140)"
598,598,24,66,21,218,154,116,024-66-21,218-154-116,"(218,154,116)"
599,599,24,66,31,245,140,83,024-66-31,245-140-83,"(245,140,83)"
600,600,24,67,18,213,160,124,024-67-18,213-160-124,"(213,160,124)"
601,601,24,69,3,184,175,167,024-69-03,184-175-167,"(184,175,167)"
602,602,24,70,30,249,152,93,024-70-30,249-152-93,"(249,152,93)"
603,603,24,71,3,188,180,172,024-71-03,188-180-172,"(188,180,172)"
604,604,24,71,26,241,163,113,024-71-26,241-163-113,"(241,163,113)"
605,605,24,75,7,210,189,174,024-75-07,210-189-174,"(210,189,174)"
606,606,24,75,15,228,185,157,024-75-15,228-185-157,"(228,185,157)"
607,607,24,75,22,243,180,141,024-75-22,243-180-141,"(243,180,141)"
608,608,24,76,11,222,189,167,024-76-11,222-189-167,"(222,189,167)"
609,609,24,78,19,242,188,151,024-78-19,242-188-151,"(242,188,151)"
610,610,24,79,21,246,190,151,024-79-21,246-190-151,"(246,190,151)"
611,611,24,80,11,227,199,179,024-80-11,227-199-179,"(227,199,179)"
612,612,24,80,15,235,197,170,024-80-15,235-197-170,"(235,197,170)"
613,613,24,80,25,255,189,147,024-80-25,255-189-147,"(255,189,147)"
614,614,24,81,18,244,198,162,024-81-18,244-198-162,"(244,198,162)"
615,615,24,84,7,232,216,202,024-84-07,232-216-202,"(232,216,202)"
616,616,24,86,12,244,217,196,024-86-12,244-217-196,"(244,217,196)"
617,617,24,87,8,239,218,201,024-87-08,239-218-201,"(239,218,201)"
618,618,25,32,11,99,73,59,025-32-11,99-73-59,"(99,73,59)"
619,619,25,34,20,122,73,45,025-34-20,122-73-45,"(122,73,45)"
620,620,25,35,14,110,76,57,025-35-14,110-76-57,"(110,76,57)"
621,621,25,41,19,142,88,60,025-41-19,142-88-60,"(142,88,60)"
622,622,25,42,8,126,102,88,025-42-08,126-102-88,"(126,102,88)"
623,623,25,42,24,154,87,48,025-42-24,154-87-48,"(154,87,48)"
624,624,25,42,28,163,80,37,025-42-28,163-80-37,"(163,80,37)"
625,625,25,48,24,171,101,59,025-48-24,171-101-59,"(171,101,59)"
626,626,25,49,19,166,109,76,025-49-19,166-109-76,"(166,109,76)"
627,627,25,50,27,189,107,55,025-50-27,189-107-55,"(189,107,55)"
628,628,25,52,8,150,124,108,025-52-08,150-124-108,"(150,124,108)"
629,629,25,54,28,203,113,60,025-54-28,203-113-60,"(203,113,60)"
630,630,25,56,14,173,130,104,025-56-14,173-130-104,"(173,130,104)"
631,631,25,56,18,186,132,95,025-56-18,186-132-95,"(186,132,95)"
632,632,25,57,12,177,142,120,025-57-12,177-142-120,"(177,142,120)"
633,633,25,57,25,201,122,73,025-57-25,201-122-73,"(201,122,73)"
634,634,25,59,8,168,143,126,025-59-08,168-143-126,"(168,143,126)"
635,635,25,62,4,164,154,143,025-62-04,164-154-143,"(164,154,143)"
636,636,25,64,7,179,157,141,025-64-07,179-157-141,"(179,157,141)"
637,637,25,68,3,177,171,162,025-68-03,177-171-162,"(177,171,162)"
638,638,25,70,19,219,167,131,025-70-19,219-167-131,"(219,167,131)"
639,639,25,72,10,207,179,158,025-72-10,207-179-158,"(207,179,158)"
640,640,25,72,14,214,177,150,025-72-14,214-177-150,"(214,177,150)"
641,641,25,73,11,213,182,157,025-73-11,213-182-157,"(213,182,157)"
642,642,25,74,19,235,180,139,025-74-19,235-180-139,"(235,180,139)"
643,643,25,79,19,244,194,154,025-79-19,244-194-154,"(244,194,154)"
644,644,25,79,24,253,185,138,025-79-24,253-185-138,"(253,185,138)"
645,645,25,80,7,221,204,189,025-80-07,221-204-189,"(221,204,189)"
646,646,25,83,11,237,209,186,025-83-11,237-209-186,"(237,209,186)"
647,647,25,83,14,241,207,180,025-83-14,241-207-180,"(241,207,180)"
648,648,26,25,1,64,61,58,026-25-01,64-61-58,"(64,61,58)"
649,649,26,28,0,69,67,65,026-28-00,69-67-65,"(69,67,65)"
650,650,26,32,8,96,76,65,026-32-08,96-76-65,"(96,76,65)"
651,651,26,45,11,135,106,88,026-45-11,135-106-88,"(135,106,88)"
652,652,26,47,14,148,108,84,026-47-14,148-108-84,"(148,108,84)"
653,653,26,50,10,153,123,104,026-50-10,153-123-104,"(153,123,104)"
654,654,26,51,32,199,101,26,026-51-32,199-101-26,"(199,101,26)"
655,655,26,52,13,160,123,97,026-52-13,160-123-97,"(160,123,97)"
656,656,26,56,32,217,117,47,026-56-32,217-117-47,"(217,117,47)"
657,657,26,58,35,229,115,20,026-58-35,229-115-20,"(229,115,20)"
658,658,26,62,14,190,151,123,026-62-14,190-151-123,"(190,151,123)"
659,659,26,62,19,201,142,103,026-62-19,201-142-103,"(201,142,103)"
660,660,26,62,23,210,141,89,026-62-23,210-141-89,"(210,141,89)"
661,661,26,62,27,222,141,82,026-62-27,222-141-82,"(222,141,82)"
662,662,26,63,33,239,134,63,026-63-33,239-134-63,"(239,134,63)"
663,663,26,64,11,188,156,132,026-64-11,188-156-132,"(188,156,132)"
664,664,26,65,40,255,140,45,026-65-40,255-140-45,"(255,140,45)"
665,665,26,66,24,222,149,96,026-66-24,222-149-96,"(222,149,96)"
666,666,26,69,28,243,160,101,026-69-28,243-160-101,"(243,160,101)"
667,667,26,70,32,252,152,85,026-70-32,252-152-85,"(252,152,85)"
668,668,26,71,7,199,178,160,026-71-07,199-178-160,"(199,178,160)"
669,669,26,73,23,235,171,122,026-73-23,235-171-122,"(235,171,122)"
670,670,26,74,7,209,187,168,026-74-07,209-187-168,"(209,187,168)"
671,671,26,75,13,219,184,155,026-75-13,219-184-155,"(219,184,155)"
672,672,26,76,28,255,181,122,026-76-28,255-181-122,"(255,181,122)"
673,673,26,76,32,255,170,105,026-76-32,255-170-105,"(255,170,105)"
674,674,26,77,10,219,192,168,026-77-10,219-192-168,"(219,192,168)"
675,675,26,79,13,231,196,165,026-79-13,231-196-165,"(231,196,165)"
676,676,26,81,7,225,205,187,026-81-07,225-205-187,"(225,205,187)"
677,677,26,85,10,239,218,195,026-85-10,239-218-195,"(239,218,195)"
678,678,26,85,13,242,214,189,026-85-13,242-214-189,"(242,214,189)"
679,679,26,88,5,237,223,208,026-88-05,237-223-208,"(237,223,208)"
680,680,27,33,9,98,77,63,027-33-09,98-77-63,"(98,77,63)"
681,681,27,33,14,105,72,52,027-33-14,105-72-52,"(105,72,52)"
682,682,27,36,14,113,80,59,027-36-14,113-80-59,"(113,80,59)"
683,683,27,37,11,114,85,67,027-37-11,114-85-67,"(114,85,67)"
684,684,27,37,21,129,78,40,027-37-21,129-78-40,"(129,78,40)"
685,685,27,38,7,113,94,83,027-38-07,113-94-83,"(113,94,83)"
686,686,27,38,24,144,83,43,027-38-24,144-83-43,"(144,83,43)"
687,687,27,44,19,152,101,63,027-44-19,152-101-63,"(152,101,63)"
688,688,27,46,10,137,110,91,027-46-10,137-110-91,"(137,110,91)"
689,689,27,51,4,137,127,117,027-51-04,137-127-117,"(137,127,117)"
690,690,27,51,19,169,114,74,027-51-19,169-114-74,"(169,114,74)"
691,691,27,52,12,158,125,101,027-52-12,158-125-101,"(158,125,101)"
692,692,27,56,9,162,136,115,027-56-09,162-136-115,"(162,136,115)"
693,693,27,57,18,185,132,91,027-57-18,185-132-91,"(185,132,91)"
694,694,27,58,4,153,143,133,027-58-04,153-143-133,"(153,143,133)"
695,695,27,59,35,225,120,39,027-59-35,225-120-39,"(225,120,39)"
696,696,27,62,12,182,150,124,027-62-12,182-150-124,"(182,150,124)"
697,697,27,63,10,180,155,132,027-63-10,180-155-132,"(180,155,132)"
698,698,27,66,37,249,137,42,027-66-37,249-137-42,"(249,137,42)"
699,699,27,74,36,255,168,88,027-74-36,255-168-88,"(255,168,88)"
700,700,27,75,4,199,191,179,027-75-04,199-191-179,"(199,191,179)"
701,701,27,75,32,255,171,96,027-75-32,255-171-96,"(255,171,96)"
702,702,28,24,6,66,55,48,028-24-06,66-55-48,"(66,55,48)"
703,703,28,28,4,77,66,60,028-28-04,77-66-60,"(77,66,60)"
704,704,28,32,6,91,76,67,028-32-06,91-76-67,"(91,76,67)"
705,705,28,35,4,93,83,75,028-35-04,93-83-75,"(93,83,75)"
706,706,28,37,16,118,83,56,028-37-16,118-83-56,"(118,83,56)"
707,707,28,43,27,160,89,30,028-43-27,160-89-30,"(160,89,30)"
708,708,28,43,28,160,90,33,028-43-28,160-90-33,"(160,90,33)"
709,709,28,45,0,112,110,106,028-45-00,112-110-106,"(112,110,106)"
710,710,28,46,12,141,108,83,028-46-12,141-108-83,"(141,108,83)"
711,711,28,47,2,121,117,111,028-47-02,121-117-111,"(121,117,111)"
712,712,28,47,6,129,112,99,028-47-06,129-112-99,"(129,112,99)"
713,713,28,49,15,153,113,82,028-49-15,153-113-82,"(153,113,82)"
714,714,28,54,27,191,115,46,028-54-27,191-115-46,"(191,115,46)"
